   name1,name2,street1,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility
Central East Alc and Drug Council,Outpatient Services,155 South Morgan Street,Shelbyville,IL,62565,,Shelby,217-774-5566,,,217-348-8108,http://www.ceadcouncil.org,39.4058098,-88.7918572,SA
Ho Chunk Nation Dept of Health,Div of Behav Hlth/House of Wellness,South 2845 White Eagle Road,Baraboo,WI,53913,,Sauk,608-355-1240 x5560,,608-355-1240 x5508,,http://www.health.ho-chunk.com,43.5414988,-89.7617487,SA
Sojourn House Inc,,565 North Turner Avenue,Freeport,IL,61032,,Stephenson,815-232-5121,,,,http://www.sojournhouse.com,42.301814,-89.641824,SA
Consecrated Care Inc,,217 Arrowhead Boulevard,Jonesboro,GA,30236,,Clayton,770-472-9110,,,,http://www.consecratedcare.com,33.5782626,-84.3833929,SA
River Valley Behavioral Healthcare,,233 North Townsend Street,Morganfield,KY,42437,,Union,270-689-6548,,270-683-4039,,http://www.rvbh.com,37.6869543,-87.9170403,SA
SolutionsRetreat.org Inc,,5405 Forest Acres Drive,Nashville,TN,37220,,Davidson,615-392-5944,,,,http://solutionsretreat.org/,36.0483802,-86.7807728,SA
New Directions Counseling Center,,28 East Marion Street,Princeton,IL,61356,,Bureau,815-875-2192,,,,http://www.newdirectionscounselingil.com,41.3703275,-89.4637677,SA
Counseling Center Inc,,110 East Main Street,Morganfield,KY,42437,,Union,270-313-4714,Intakes,270-389-3400,270-313-8830,http://,37.683677,-87.916674,SA
Centerstone,,416 South Main Street,Estill Springs,TN,37330,,Franklin,931-649-3408,,888-291-4357,,http://www.centerstone.org/,35.2657106,-86.1251234,SA
Sinnissippi Centers Inc,,325 Illinois Route 2,Dixon,IL,61021,,Lee,815-284-6611,,,800-242-7642,http://www.sinnissippi.org,41.8225845,-89.5682071,SA
Centerstone,,1803 North Jackson Street,Tullahoma,TN,37388,,Coffee,931-461-1300 x1335,Intakes,888-291-4357,,http://www.centerstone.org/,35.3826969,-86.2315703,SA
RiverWoods Behavioral Hlth System,,233 Medical Center Drive,Riverdale,GA,30274,,Clayton,770-991-8500,,770-991-8512,,http://www.riverwoodsbehavioral.com,33.5774223,-84.39645124,SA
HUGS Recov Ctr/Humanity United with,God for Society,4751 Best Road,Atlanta,GA,30337,,Fulton,404-228-2222,Intakes,404-228-2222 x1,404-228-2222 x2,http://www.hugsrecovery.org,33.6259081,-84.4586548,SA
Phoenix House Inc ,Outpatient,902 River Street,Ontonagon,MI,49953,,Ontonagon,906-884-2093,,,,http://phoenixhouseoutpatient.webs.com,46.8746756,-89.3221145,SA
Talbott Recovery Campus,,5448 Yorktowne Drive,Atlanta,GA,30349,,Fulton,678-251-3100,,,,http://www.talbottcampus.com,33.6095749,-84.4515826,SA
Center Beyond Solutions LLC,,300 WI Parkway,Dallas,GA,30132,,Paulding,470-888-1832,,,,http://www.centerbeyondsolutions.org,33.912017,-84.797918,SA
River Valley Behavioral Healthcare,,606 1st Street,Providence,KY,42450,,Webster,270-689-6500,,270-683-4039,,http://www.rvbh.com,37.3907397,-87.7579611,SA
Clayton Center Comm Servs Board,Phoenix Program,157 Smith Street,Jonesboro,GA,30236,,Clayton,770-478-2280,Intakes,770-478-1099,770-472-2494,http://www.claytoncenter.org/index.cms,33.5220826,-84.3606949,SA
Willowbrooke Behavioral Health,,306 Shorter Avenue,Rome,GA,30165,,Floyd,706-509-3500,,800-365-3548,,http://www.floyd.org,34.2639964,-85.1895571,SA
Phoenix Behavioral Health Services,,8712 Tara Boulevard,Jonesboro,GA,30236,,Clayton,770-478-3417,,,,http://,33.5176814,-84.3627074,SA
Adams Cnty Hlth and Human Servs,,108 East North Street,Friendship,WI,53934,,Adams,608-339-4505,,,888-830-3454,http://www.co.adams.wi.gov,43.9674908,-89.8158157,SA
Highland Rivers Health,Rome Crisis Stabilization Unit,1 Woodbine Avenue NW,Rome,GA,30165,,Floyd,706-314-0019 x2206,,706-314-0019,,http://www.highlandrivershealth.org,34.2750477,-85.2083131,SA
Southeastern IL Csl Centers Inc,Clay Family Counseling Center,901 West 3rd Street,Flora,IL,62839,,Clay,618-662-2871,,,,http://www.seicc.org,38.668676,-88.498707,SA
Helping Hands Comm Based Servs Inc,Outpatient Program,5524 Old National Highway,Atlanta,GA,30349,,Fulton,404-763-8555,,,800-715-4225,http://www.helpinghandsgeorgia.com,33.605007,-84.47029,SA
Helping Hands Comm Based Servs Inc,Substance Abuse Treatment,5524 Old National Highway,Atlanta,GA,30349,,Fulton,404-763-8555,,,,http://www.helpinghandsgeorgia.com,33.605007,-84.47029,SA
Progressive Consumer Csl Services,,5536 Old National Highway,Atlanta,GA,30349,,Fulton,404-209-1209,Intakes,404-209-1209 x1,855-357-2662,http://progressivecounseling.org,33.605007,-84.47029,SA
Egyptian Public and MH Dept,,1705 College Avenue,Carmi,IL,62821,,White,618-382-7311,,,,http://www.egyptian.org,38.0787359,-88.1863219,SA
New Horizons Treatment Center,,36 Chateau Court,Rome,GA,30161,,Floyd,706-233-9603,,,,http://www.newhorizonstreatment.com,34.2208803,-85.1560092,SA
Defying the Odds Inc,Counseling and Rehabilitative Servs,5650 Old National Highway,Atlanta,GA,30349,,Fulton,404-209-7258,,,770-291-0837,http://,33.60148,-84.4715086,SA
Wood County Human Services Dept,Outpatient,2611 12th Street South,Wisconsin Rapids,WI,54494,,Wood,715-421-8800,,715-421-8840,,http://www.co.wood.wi.us,44.3708227,-89.8115348,SA
Comprehensive Management Group,Northeast Alabama Treatment Center,196 County Road 85,Stevenson,AL,35772,,Jackson,256-437-2728,,,,http://www.huntsvillerecovery.com,34.8727486,-85.8109886,SA
Health Connect America,Winchester,119 First Street,Winchester,TN,37398,,Franklin,931-967-7726,,,,http://www.healthconnectamerica.com/,35.1869111,-86.1121074,SA
Trilogy Center for Women,,100 Trilogy Avenue,Hopkinsville,KY,42240,,Christian,270-885-2902,,207-885-2902,,http://www.kyhousing.org,36.8631477,-87.448086,SA
Cumberland Heights,Alcohol and Drug Treatment,8283 River Road Pike,Nashville,TN,37209,,Davidson,615-352-1757,Intakes,615-356-2700,800-646-9998,http://www.cumberlandheights.org,36.200803,-86.966108,SA
North Central Healthcare,Tomahawk Office/SA Servs,213 West Wisconsin Avenue,Tomahawk,WI,54487,,Lincoln,715-453-5381,,,,http://www.norcen.org,45.470845,-89.732781,SA
Southeastern IL Csl Centers Inc,Wayne Family Counseling Center,407 North Basin Drive,Fairfield,IL,62837,,Wayne,618-842-2125,,,,http://www.seicc.org,38.3835158,-88.3972804,SA
Pennyroyal Veterans Center,,506 Boales Street,Hopkinsville,KY,42240,,Edmonson,270-887-5099,,,,http://,36.873878,-87.486921,SA
HealthQwest,,2109 Fairburn Road,Douglasville,GA,30135,,Douglas,770-726-7958,,,770-826-0400,http://www.healthqwest.us,33.747398,-84.700586,SA
ABS Lincs KY Inc,DBA Cumberland Hall,270 Walton Way,Hopkinsville,KY,42240,6808,Christian,270-886-1919,,877-281-4177,,http://www.cumberlandhallhospital.com,36.865601,-87.488619,SA
Tony Rice Center Inc ,Men,1300 Railroad Avenue,Shelbyville,TN,37160,,Bedford,931-685-0957,,,,http://www.tonyricecenter.com,35.48932,-86.427497,SA
Cumberland Heights,Outpatient of Cool Springs,7105 Crossroads Boulevard,Brentwood,TN,37027,,Williamson,615-352-1757,Intakes,615-356-2700,800-646-9998,http://www.cumberlandheights.org,35.958923,-86.8193019,SA
Sinnissippi Centers Inc,,2611 Woodlawn Road,Sterling,IL,61081,,Whiteside,815-625-0013,,,800-284-7642,http://www.sinnissippi.org,41.80159783,-89.66620433,SA
Western KY Medical LLC,,609 Hammond Plaza Drive,Hopkinsville,KY,42240,,Christian,270-887-8333,,,,http://www.pinnacletreatment.com,36.8330993,-87.4764108,SA
Health Connect America,Clarksville,286 A Clear Sky Court,Clarksville,TN,37043,,Montgomery,931-933-7200,,,,http://www.healthconnectamerica.com/,36.5721403,-87.2945353,SA
Bradford Health Services,Franklin Regional Office,1897 General George Patton Drive,Franklin,TN,37067,,Williamson,615-595-1028,,,615-595-5783,http://www.bradfordhealth.com,35.956455,-86.832712,SA
HealthQwest,Frontiers Macon,890 Northwoods Plaza,Macon,GA,31204,,Bibb,478-330-7164,,478-538-2780,,http://www.healthqwest.us,32.874026,-83.666234,SA
Community Development Systems,,577 Mulberry Street,Macon,GA,31201,,Bibb,478-743-8333,,,,http://www.cdsga.org/,32.8381712,-83.6272774,SA
Piedmont Counseling Services Inc,,544 Mulberry Street,Macon,GA,31210,,Bibb,478-477-2220,,,,http://,32.837049,-83.627322,SA
Rolling Hills Hospital LLC,DBA Rolling Hills Hospital,2014 Quail Hollow Circle,Franklin,TN,37067,,Williamson,800-832-0388,Intakes,855-688-0714,615-807-4059,http://www.rollinghillshospital.org,35.9142643,-86.8155004,SA
Recovery Zone,,707 1st Avenue,Rock Falls,IL,61071,,Whiteside,815-626-2800,,,,http://,41.777706,-89.689378,SA
Lutheran Social Services of Illinois,,1901 1st Avenue,Sterling,IL,61081,,Whiteside,815-626-7333,,,,http://www.lssi.org,41.80367421,-89.69681041,SA
Breaking the Chains,,213 Jeff Davis Place,Fayetteville,GA,30214,,Fayette,770-460-8283,,,,http://www.breakingthechains-da.org,33.4624287,-84.4472842,SA
Billingslea Residential Recovery,,1243 1st Avenue,Macon,GA,31204,,Bibb,478-803-8723,,478-803-8722,,http://www.river-edge.org/index.cms,32.8356995,-83.697681,SA
Pineland BHDD,Wayne Counseling Center,263 North Brunswick Street,Jesup,GA,31546,,Wayne,912-427-9338,,912-764-5125,,http://www.pinelandcsb.org,31.6053116,-81.8792619,SA
Trinity Treatment Center Inc,,1221 Newberg Avenue,Macon,GA,31206,,Bibb,478-788-5600,,,,http://,32.803279,-83.662232,SA
Fayette County Counseling Center,,715 Bradley Drive,Fayetteville,GA,30214,,Fayette,770-358-5252,,,800-715-4225,http://www.mctrail.org,33.4343753,-84.4520173,SA
Centerstone,,511 8th Street,Clarksville,TN,37040,,Montgomery,931-920-7200,,888-291-4357,,http://www.centerstone.org/,36.5357511,-87.3497941,SA
Hephzibah Behavioral Health Services,,6601 Zebulon Road,Macon,GA,31220,,Bibb,478-476-0805 x171,Intakes,478-477-3383 x171,478-477-3383 x109,http://www.hbhsinc.com,32.8840234,-83.778096,SA
Guidance Center,,1915 Columbia Avenue,Franklin,TN,37064,,Williamson,615-794-9973,,877-567-6051,,http://www.vbhcs.org/,35.8968956,-86.8759369,SA
Buffalo Valley Inc,,717 Cumberland Drive,Clarksville,TN,37040,,Montgomery,800-447-2766,,,931-796-5427,http://www.buffalovalley.org,36.520655,-87.3522001,SA
Goodmans Behav Health Clinic LLC,,2213 East Main Street,Reedsburg,WI,53959,9439,Sauk,608-768-4545,,,,http://,43.5331804,-89.9762851,SA
McIntosh Trail MH/AD/DD,Comm Servs Board/DBA Pine Woods,1209 Greenbelt Drive ,Griffin,GA,30223,4507,Spalding,770-358-8338 x11384,Intakes,770-358-8338,770-358-5252,http://www.mctrail.org,33.2329754,-84.2406,SA
Life Spring Residental,,5113 College Crossing,Macon,GA,31206,,Bibb,478-803-8729,,,,http://www.river-edge.org,32.8133582,-83.737311,SA
Community Services Associates,DBA Pauquette Ctr for Psych Servs,710 North Webb Avenue,Reedsburg,WI,53959,,Sauk,608-524-5151,,,,http://www.pauquette.com,43.5404141,-90.0093084,SA
Egyptian Public and MH Dept,,9520 Goldhill Road,Shawneetown,IL,62984,,Gallatin,618-269-3454,,618-273-3326,,http://www.egyptian.org,37.7116286,-88.1840295,SA
GPA Treatment of Macon Inc,,6132 Hawkinsville Road,Macon,GA,31216,,Bibb,478-788-0066,,,,http://,32.7384167,-83.6553528,SA
McIntosh Trail Comm Servs Board,Behavioral Health Counseling Center,1572 Williamson Road,Griffin,GA,30224,,Spalding,770-358-8470,,770-358-5252,,http://www.mctrail.org,33.2273527,-84.2955717,SA
Willowbrooke at Tanner,,20 Herrell Road,Villa Rica,GA,30180,,Carroll,770-812-3626,Intakes,770-812-3266,770-836-9551,http://www.tanner.org/Main/BehavioralHealth.aspx,33.747758,-84.914425,SA
Tazwood Mental Health Center Inc,,124 South Chicago Street,Lincoln,IL,62656,,Logan,217-732-6865,,,309-347-5522,http://www.tazwoodcenterforwellness.org,40.1467525,-89.3639811,SA
Peoria Treatment Center,,731 Sabrina Drive,East Peoria,IL,61611,3582,Tazewell,309-699-9700,,,,http://www.riverwoodgroup.com,40.645372,-89.541609,SA
Addiction Recovery Center,Unity Point Hosp Methodist/Proctor,5409 North Knoxville Avenue,Peoria,IL,61614,,Peoria,309-691-1055,,,800-522-3784,http://www.addictionrecov.org,40.7528641,-89.5934033,SA
Murphy/Harpst Childrens Center Inc,,740 Fletcher Street,Cedartown,GA,30125,,Polk,770-748-1500 x122,,770-748-6500 x122,,http://,34.008638,-85.242286,SA
Human Service Center,,228 NE Jefferson Street,Peoria,IL,61654,,Peoria,309-671-8000,,,309-671-8040,http://www.hscpeoria.org,40.694023,-89.588177,SA
Childrens Home Assoc of IL,Behavior Health Services ,2011 North Knoxville Avenue,Peoria,IL,61603,2414,Peoria,309-687-7929,,,,http://,40.7118992,-89.5943334,SA
Tazwood Mental Health Center Inc,DBA Tazwood Center for Wellness,111 West Washington Street,East Peoria,IL,61611,,Tazewell,309-694-6462,,,309-347-5522,http://,40.666522,-89.5812225,SA
CED Mental Health Center,,301 14th Street NW,Fort Payne,AL,35967,3155,DeKalb,256-845-4571,,,,http://www.cedmentalhealth.org,34.4555443,-85.7140578,SA
Family Resource Center,,533 Peace Pipe Road,Lac du Flambeau,WI,54538,,Vilas,715-588-1511,,,,http://ldftribe.com,45.971239,-89.891348,SA
Countermeasures Inc,,456 Fulton Street,Peoria,IL,61602,,Peoria,309-676-7868,,,,http://www.countermeasures.com,40.6928759,-89.5921206,SA
Human Service Center,Hamilton Boulevard,1200 North Hamilton Boulevard,Peoria,IL,61606,,Peoria,309-671-8040,,,,http://www.hscpeoria.org,40.701668,-89.597191,SA
Rose Medical Association Inc/Peoria,,209 West Romeo,Peoria,IL,61605,6507,Peoria,309-686-1600,,,,http://www.rosemedical.org,40.694079,-89.59611,SA
IL Alcohol and Drug Evaluation Servs,,7501 North University Street,Peoria,IL,61614,,Peoria,309-692-9236,,888-374-7623,,http://,40.7788317,-89.6225002,SA
Human Service Center ,Willow Knolls Road,2101 West Willow Knolls Road,Peoria,IL,61614,,Peoria,309-689-3080,,309-671-8040,,http://www.hscpeoria.org,40.777354,-89.625538,SA
Pineland BHDD,Appling Counseling Center,821 South Main Street,Baxley,GA,31513,,Appling,912-367-4614,,912-764-5125,,http://www.pinelandcsb.org,31.7671624,-82.3531727,SA
Bridge Inc,Fort Payne Recovery Center,100 7th Street NE,Fort Payne,AL,35967,,DeKalb,256-845-7767,,,256-546-6324 x208,http://www.bridgeinc.org,34.4461959,-85.7177886,SA
Human Service Center ,Richard Pryor Place,130 Richard Pryor Place,Peoria,IL,61605,,Peoria,309-671-8084,,,309-671-8040,http://www.hscpeoria.org,40.6897844,-89.6032733,SA
Grace Harbour Inc,,200 Westpark Drive,Peachtree City,GA,30269,3574,Fayette,770-486-1140,,,770-302-0072,http://www.gharbour.com,33.4007766,-84.5922596,SA
Family Life Center,,300 Gault Avenue South,Fort Payne,AL,35967,,De Kalb,256-997-9356,,,,http://www.familylifecenter.ws,34.43952134,-85.7239694,SA
New Leaf,,3500 New Leaf Lane,Peoria,IL,61615,,Peoria,309-689-3078,Intakes,309-671-8040,800-475-0257,http://www.hscpeoria.org,40.752448,-89.645236,SA
Sinnissippi Centers Inc,,1122 Healthcare Drive,Mount Carroll,IL,61053,,Carroll,815-244-1376,,,800-242-7642,http://www.sinnissippi.org,42.08789204,-89.9676479,SA
Human Service Center,Rochelle,3420 North Rochelle Lane,Peoria,IL,61654,,Peoria,309-222-2185,,309-671-8040,,http://www.hscpeoria.org,40.730206,-89.643257,SA
Gateway Behavioral Health Services,Crisis Stabilization Program,700 Coastal Village Drive,Brunswick,GA,31520,,Glynn,912-554-8473,Intakes,912-554-8472,912-554-8515,http://www.gatewaybhs.org,31.2210398,-81.4957234,SA
Gateway Behavioral Health Services,,600 Coastal Village Drive,Brunswick,GA,31520,,Glynn,912-554-8500,,,912-554-8503,http://www.gatewaybhs.org,31.219468,-81.497399,SA
Tazwood Mental Health Center Inc,DBA Tazwood Center for Wellness,3248 Vandever Avenue,Pekin,IL,61554,,Tazewell,309-347-5522,,,,http://www.tazwoodcenterforwellness.org,40.547656,-89.598889,SA
Richardson Counseling Center LLC,,112 Park Ridge Lane,Pekin,IL,61554,3900,Tazewell,309-346-0898,,,,http://www.richardsoncounselingcenter.com/,40.568185,-89.6079101,SA
Saint Simons by the Sea,,2927 Demere Road,Saint Simons Island,GA,31522,,Glynn,912-638-1999,Intakes,912-638-1999 x132,800-821-7224 x121,http://www.ssbythesea.com,31.1637953,-81.4020895,SA
Treatment Center of Brunswick,,100 Cornerstone Drive,Brunswick,GA,31523,,Glynn,912-262-0311,,,,http://www.tcaclinics.com/,31.236797,-81.538963,SA
HealthQwest,Opioid Treatment Program,607 Russell Parkway,Warner Robins,GA,31088,,Houston,478-225-9860,,478-361-6411,,http://www.healthqwest.us,32.5932653,-83.6331387,SA
Unified Community Services,,1122 Professional Drive,Dodgeville,WI,53533,,Iowa,608-935-2776,,,,http://,42.97133262,-90.12851934,SA
Psychological Services,,230 East Main Street,Morrison,IL,61270,,Whiteside,815-772-3626,,,,http://,41.80873197,-89.96498412,SA
Family Life Center,,211 South Market Street,Scottsboro,AL,35768,,Jackson,256-574-3448,,,,http://www.familylifecenter.ws,34.67267668,-86.03326769,SA
Alcohol and Drug Professionals,,400 Court Street,Pekin,IL,61554,,Tazewell,309-346-2002,,309-649-1002,,http://,40.5691753,-89.6467704,SA
Countermeasures Inc,,343 Court Street,Pekin,IL,61554,,Tazewell,309-347-8282,,,,http://countermeasures.com,40.569889,-89.647661,SA
Gateway Foundation Inc/Alc and,Drug Treatment/Pekin,11 South Capitol Street,Pekin,IL,61554,4106,Tazewell,309-346-7800,,877-505-4673,,http://www.recovergateway.org,40.569745,-89.6486611,SA
Child and Adolescent Psychiatry and,Consulting LLC,2001 South Central Avenue,Marshfield,WI,54449,4973,Wood,715-384-2818,,715-423-2030,,http://www.drjenna.net,44.6491823,-90.1812715,SA
Childrens Home Assoc of IL,County Juvenile Detention,223 North Maxwell Road,Peoria,IL,61604,5278,Peoria,309-634-4200,,309-687-7774,,http://,40.689454,-89.695997,SA
Centerstone,Marshall County Mental Health Ctr,1601 Nashville Highway,Lewisburg,TN,37091,,Marshall,931-359-5802,,888-291-4357,,http://www.centerstone.org/,35.4702127,-86.768307,SA
Lafayette County,Dept of Human Servs/AODA Prog,15701 County Road K,Darlington,WI,53530,,Lafayette,608-776-4800,,,,http://www.lchsd.org,42.6599441,-90.12655,SA
Healthy Choice Center,,49 Jefferson Street,Cadiz,KY,42211,,Trigg,270-825-2070,,,270-493-2121,http://,36.862924,-87.837534,SA
Liberty Counseling Center,,209 South Washington Street,Taylorville,IL,62568,,Christian,217-287-2550,,,,http://www.libertycounselingcenter.com,39.548073,-89.296207,SA
Center of Renewed Promises,,1485 East Highway 34,Newnan,GA,30265,,Coweta,770-502-0884,,770-502-0880,,http://thecenterofrenewedpromises.com,33.398505,-84.729667,SA
Mirror Lake Recovery Center,,999 Girl Scout Road,Burns,TN,37029,,Dickson,615-913-8493,,,800-365-3899,http://www.MirrorLakeRecovery.com,36.0504746,-87.2679341,SA
Phoenix Ctr Womens Treatment and,Recovery Support Program (WTRS),940-B Highway 96,Warner Robins,GA,31088,,Houston,478-988-1222 x401,,,,http://,32.5534812,-83.6788435,SA
Phoenix Center Behavioral Hlth Servs,Child Family and Adult Counseling,940-A Highway 96,Warner Robins,GA,31088,,Houston,478-988-1222 x284,,478-988-1222,,http://www.phoenixhealthcenter.com,32.5543163,-83.6800666,SA
Egyptian Public and MH Dept,,1412 U.S. Highway 45 North,Eldorado,IL,62930,,Saline,618-273-3326,,,,http://www.egyptian.org,37.8035775,-88.4536299,SA
Community Mental Health Center,Eastman Annex,621 Plaza Avenue,Eastman,GA,31023,,Dodge,478-448-1040,,,,http://www.csbmg.com,32.18702,-83.174682,SA
Toxicology Associates/ North Georgia,Carrollton Villa Rica Highway,2536 Carrollton Villa Rica Highway,Carrollton,GA,30116,,Carroll,770-214-9788,,,,http://www.TANGhelp.com,33.6161422,-84.9977319,SA
Southeast Georgia Treatment Center,,816 Professional Center Drive,Eastman,GA,31023,,Dodge,478-374-0390,,,,http://www.segtc.org,32.1861774,-83.1784862,SA
Buffalo Valley Inc,,554 2nd Avenue,Lewisburg,TN,37091,,Marshall,800-447-2766,,,931-796-5427,http://www.buffalovalley.org,35.4435163,-86.7923021,SA
